Gene_stable_ID	Gene_description	Gene_name
AAEL026482	""	""
AAEL021881	""	""
AAEL027192	""	""
AAEL001724	GPCR Orphan/Putative Class B Family [Source:VB Community Annotation]	GPRNNB3
AAEL011736	cyclohex-1-ene-1-carboxyl-CoA hydratase, putative [Source:VB Community Annotation]	""
AAEL001268	""	""
AAEL025398	""	""
AAEL026534	""	""
AAEL010049	""	""
AAEL022457	""	""
AAEL026147	""	""
AAEL002299	high affinity copper transporter, putative [Source:VB Community Annotation]	""
AAEL022058	""	""
AAEL025109	""	""
AAEL021792	""	""
AAEL008024	""	""
AAEL006582	calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type [Source:VB Community Annotation]	""
AAEL005076	alanyl aminopeptidase [Source:VB Community Annotation]	""
AAEL019911	cytochrome P450 [Source:VB Community Annotation]	CYP325S2
AAEL024030	""	""
AAEL000372	myo inositol monophosphatase [Source:VB Community Annotation]	""
AAEL020765	""	""
AAEL020257	""	""
AAEL026451	""	""
AAEL026826	""	""
AAEL021982	""	""
AAEL021801	""	""
AAEL023161	""	""
AAEL027551	""	""
AAEL019913	""	""
AAEL007956	""	""
AAEL000811	GPCR Methuselah Family [Source:VB Community Annotation]	GPRMTH7
AAEL014454	""	""
AAEL020357	""	""
AAEL001514	""	""
AAEL021724	""	""
AAEL021699	""	""
AAEL000752	""	""
AAEL020694	""	""
AAEL013803	""	""
AAEL024731	""	""
AAEL014134	kinesin heavy chain [Source:VB Community Annotation]	""
AAEL006216	""	""
AAEL020813	""	""
AAEL009963	""	""
AAEL011383	MAGE-41 protein, putative [Source:VB Community Annotation]	""
AAEL006146	""	""
AAEL026829	""	""
AAEL027781	""	""
AAEL012551	""	""
AAEL024417	""	""
AAEL008854	""	""
AAEL011891	serine-type enodpeptidase, [Source:VB Community Annotation]	""
AAEL008815	""	""
AAEL026500	""	""
AAEL010955	""	""
AAEL027707	""	""
AAEL007284	serine/threonine-protein kinase pk61c [Source:VB Community Annotation]	""
AAEL021071	""	""
AAEL025896	""	""
AAEL020096	""	""
AAEL004717	cyclin-dependent kinase 5 activator [Source:VB Community Annotation]	""
AAEL001425	""	""
AAEL001980	protein serine/threonine kinase, putative [Source:VB Community Annotation]	""
AAEL006733	FAD NADPH dehydrogenase [Source:VB Community Annotation]	""
AAEL024232	""	""
AAEL011650	coatomer, gamma-subunit, putative [Source:VB Community Annotation]	""
AAEL027425	""	""
AAEL007243	valacyclovir hydrolase [Source:VB Community Annotation]	""
AAEL024533	""	""
AAEL022339	""	""
AAEL008419	""	""
AAEL011698	mRNA (guanine-7-)methyltransferase [Source:VB Community Annotation]	""
AAEL021337	""	""
AAEL023084	""	""
AAEL021664	""	""
AAEL018689	16S ribosomal RNA	lsu rRNA
AAEL010142	""	""
AAEL002662	elongase, putative [Source:VB Community Annotation]	""
AAEL019606	""	""
AAEL024267	""	""
AAEL022222	""	""
AAEL025698	""	""
AAEL003956	amino acid transporter [Source:VB Community Annotation]	""
AAEL004075	RNA binding motif protein [Source:VB Community Annotation]	""
AAEL020946	""	""
AAEL024428	""	""
AAEL002135	tubulin-specific chaperone b (tubulin folding cofactor b) [Source:VB Community Annotation]	""
AAEL013967	Methylmalonyl-CoA carboxyltransferase 12S subunit, putative [Source:VB Community Annotation]	""
AAEL007705	hect E3 ubiquitin ligase [Source:VB Community Annotation]	""
AAEL004278	""	""
AAEL024848	""	""
AAEL013795	spliceosome associated protein [Source:VB Community Annotation]	""
AAEL010657	""	""
AAEL025002	""	""
AAEL022163	""	""
AAEL023655	""	""
AAEL007187	""	""
AAEL024241	""	""
AAEL014749	ral [Source:VB Community Annotation]	""
AAEL007437	""	""
AAEL002602	DNA photolyase [Source:VB Community Annotation]	""
AAEL012237	bhlhzip transcription factor max/bigmax [Source:VB Community Annotation]	""
AAEL005406	""	""
AAEL000445	""	""
AAEL021837	""	""
AAEL013453	sarcolemmal associated protein, putative [Source:VB Community Annotation]	""
AAEL020944	""	""
AAEL004277	""	""
AAEL020628	""	""
AAEL022712	""	""
AAEL025185	""	""
AAEL011098	""	""
AAEL028201	""	""
AAEL009047	""	""
AAEL003506	emx homeobox protein [Source:VB Community Annotation]	""
AAEL024039	""	""
AAEL020334	""	""
AAEL027955	""	""
AAEL027739	""	""
AAEL011095	n-acetylgalactosaminyltransferase [Source:VB Community Annotation]	""
AAEL011928	""	""
AAEL004357	neuroligin, [Source:VB Community Annotation]	""
AAEL002646	cytohesin 1, 2, 3, 4 (guanine nucleotide-exchange protein) [Source:VB Community Annotation]	""
AAEL012393	""	""
AAEL026476	""	""
AAEL022642	""	""
AAEL027860	caspar [Source:VB Community Annotation]	casp
AAEL008427	smad nuclear interacting protein [Source:VB Community Annotation]	""
AAEL002753	zinc finger protein [Source:VB Community Annotation]	""
AAEL022264	""	""
AAEL022826	""	""
AAEL004238	""	""
AAEL009708	thioredoxin M, putative [Source:VB Community Annotation]	""
AAEL009857	""	""
AAEL009752	""	""
AAEL002579	""	""
AAEL028136	""	""
AAEL010205	""	""
AAEL013793	""	""
AAEL007245	WD40 protein [Source:VB Community Annotation]	""
AAEL022972	""	""
AAEL022663	""	""
AAEL009359	""	""
AAEL020478	""	""
AAEL013351	lethal(2)essential for life protein, l2efl [Source:VB Community Annotation]	""
AAEL019506	""	""
AAEL023787	""	""
AAEL019992	""	""
AAEL003537	nuclear inhibitor of protein phosphatase-1 [Source:VB Community Annotation]	""
AAEL007423	""	""
AAEL004023	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]	""
AAEL010800	""	""
AAEL024445	""	""
AAEL005714	prolyl 4-hydroxylase alpha subunit 1, [Source:VB Community Annotation]	""
AAEL000424	leucine aminopeptidase [Source:VB Community Annotation]	""
AAEL012636	cytochrome b5, putative [Source:VB Community Annotation]	""
AAEL020017	""	""
AAEL023675	""	""
AAEL026006	""	""
AAEL022074	""	""
AAEL024340	""	""
AAEL022969	""	""
AAEL001917	ribosome biogenesis protein brix [Source:VB Community Annotation]	""
AAEL020201	""	""
AAEL024861	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL024872	""	""
AAEL027270	""	""
AAEL023625	""	""
AAEL004813	M-phase phosphoprotein, putative [Source:VB Community Annotation]	""
AAEL007595	""	""
AAEL000439	""	""
AAEL027911	""	""
AAEL027309	""	""
AAEL024781	""	""
AAEL020956	""	""
AAEL001570	""	""
AAEL004529	glyoxylate/hydroxypyruvate reductase [Source:VB Community Annotation]	""
AAEL000191	""	""
AAEL003743	vacuolar proton ATPases [Source:VB Community Annotation]	""
AAEL011473	chromatin regulatory protein sir2 [Source:VB Community Annotation]	""
AAEL023909	""	""
AAEL007779	""	""
AAEL020330	""	""
AAEL022656	""	""
AAEL011839	""	""
AAEL002591	odorant binding protein OBP13 [Source:VB Community Annotation]	OBP13
AAEL026526	""	""
AAEL022039	""	""
AAEL027757	""	""
AAEL014244	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	""
AAEL004984	cullin-associated NEDD8-dissociated protein 1 [Source:VB Community Annotation]	""
AAEL021249	""	""
AAEL001875	""	""
AAEL027133	""	""
AAEL020625	""	""
AAEL023546	""	""
AAEL005651	ethanolamine-phosphate cytidylyltransferase [Source:VB Community Annotation]	""
AAEL023850	""	""
AAEL013322	""	""
AAEL011366	""	""
AAEL023112	""	""
AAEL014389	""	""
AAEL002430	n-acetylglucosamine-6-phosphate deacetylase [Source:VB Community Annotation]	""
AAEL026925	""	""
AAEL006753	""	""
AAEL027415	""	""
AAEL001508	""	""
AAEL007158	nnp-1 protein (novel nuclear protein 1) (nop52) [Source:VB Community Annotation]	""
AAEL010217	Mediator of RNA polymerase II transcription subunit 29 (Mediator complex subunit 29)(Protein intersex) [Source:VB Community Annotation]	ix
AAEL026084	""	""
AAEL026483	""	""
AAEL006884	""	""
AAEL006359	sulfotransferase (sult) [Source:VB Community Annotation]	""
AAEL000939	""	""
AAEL026573	""	""
AAEL013533	""	""
AAEL003982	""	""
AAEL014347	""	""
AAEL021251	""	""
AAEL011211	""	""
AAEL027310	""	""
AAEL009669	""	""
AAEL022120	""	""
AAEL008128	mitochondrial inner membrane protein translocase, 13kD-subunit, putative [Source:VB Community Annotation]	""
AAEL025413	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:A0A1S4G7E4]	""
AAEL009090	U6 snRNA phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FL98]	""
AAEL007194	pupal cuticle protein, putative [Source:VB Community Annotation]	""
AAEL027802	""	""
AAEL019844	""	""
AAEL027198	""	""
AAEL012313	charged multivesicular body protein 5 [Source:VB Community Annotation]	""
AAEL019729	""	""
AAEL006207	""	""
AAEL007150	ATP-dependent RNA helicase [Source:VB Community Annotation]	""
AAEL022431	""	""
AAEL003143	inositol polyphosphate 5-phosphatase [Source:VB Community Annotation]	""
AAEL004771	pupal cuticle protein, putative [Source:VB Community Annotation]	""
AAEL003715	""	""
AAEL010479	sugar transporter [Source:VB Community Annotation]	""
AAEL000860	""	""
AAEL005839	uridine phosphorylase [Source:VB Community Annotation]	""
AAEL009031	forkhead box protein (AaegFOXF) [Source:VB Community Annotation]	""
AAEL013391	""	""
AAEL020224	""	""
AAEL010008	crotonobetainyl-CoA-hydratase, putative [Source:VB Community Annotation]	""
AAEL024801	""	""
AAEL005044	""	""
AAEL011083	""	""
AAEL009130	cytochrome P450 [Source:VB Community Annotation]	CYP6Z7
AAEL022625	""	""
AAEL026585	""	""
AAEL011642	""	""
AAEL025401	""	""
AAEL023530	""	""
AAEL014864	""	""
AAEL024738	""	""
AAEL013406	venom allergen [Source:VB Community Annotation]	""
AAEL025954	""	""
AAEL012219	ubiquitin specific protease [Source:VB Community Annotation]	""
AAEL012341	lysosomal acid lipase, putative [Source:VB Community Annotation]	""
AAEL027934	""	""
AAEL021061	""	""
AAEL012351	prolylcarboxypeptidase, putative [Source:VB Community Annotation]	""
AAEL011510	multiple inositol polyphosphate phosphatase [Source:VB Community Annotation]	""
AAEL010915	""	""
AAEL013018	odorant binding protein OBP56 [Source:VB Community Annotation]	OBP56
AAEL023990	""	""
AAEL028214	""	""
AAEL008634	jnk [Source:VB Community Annotation]	""
AAEL023780	""	""
AAEL013111	glutamate transporter [Source:VB Community Annotation]	""
AAEL026349	""	""
AAEL022911	""	""
AAEL003844	galectin [Source:VB Community Annotation]	GALE5
AAEL025284	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL008853	choline/ethanolamine kinase [Source:VB Community Annotation]	""
AAEL013940	chromatin assembly factor i P60 subunit [Source:VB Community Annotation]	""
AAEL014931	sarm1 [Source:VB Community Annotation]	""
AAEL020868	""	""
AAEL019629	""	""
AAEL026148	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	""
AAEL007114	""	""
AAEL027604	""	""
AAEL000483	exostosin-2 [Source:VB Community Annotation]	""
AAEL006902	serine-type enodpeptidase, [Source:VB Community Annotation]	""
AAEL001421	high density lipoprotien binding protein / vigilin [Source:VB Community Annotation]	""
AAEL026172	""	""
AAEL006474	ATP-dependent Lon protease, putative [Source:VB Community Annotation]	""
AAEL020563	""	""
AAEL002038	protein serine/threonine kinase, putative [Source:VB Community Annotation]	""
AAEL006655	chromatin regulatory protein sir2 [Source:VB Community Annotation]	""
AAEL022636	""	""
AAEL011209	bat5  hla-b-associated transcript [Source:VB Community Annotation]	""
AAEL005802	structural maintenance of chromosomes 1 smc1 [Source:VB Community Annotation]	""
AAEL003402	sphingomyelin phosphodiesterase [Source:VB Community Annotation]	""
AAEL022780	""	""
AAEL019556	""	""
AAEL007110	odorant receptor [Source:VB Community Annotation]	Or16
AAEL002284	mediator of RNA polymerase II transcription subunit 18 (Med18) [Source:VB Community Annotation]	Med18
AAEL011206	aminoacylase, putative [Source:VB Community Annotation]	""
AAEL001637	""	""
AAEL001229	metalloproteinase, putative [Source:VB Community Annotation]	""
AAEL007604	odorant-binding protein 56a, putative [Source:VB Community Annotation]	""
AAEL023892	""	""
AAEL023172	""	""
AAEL013541	syntaxin [Source:VB Community Annotation]	""
AAEL021706	""	""
AAEL026373	""	""
AAEL014439	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]	""
AAEL023598	""	""
AAEL002563	nuclear matrix protein [Source:VB Community Annotation]	""
AAEL010924	ca-activated cl channel protein [Source:VB Community Annotation]	""
AAEL012278	metalloprotease [Source:VB Community Annotation]	""
AAEL022773	""	""
AAEL026457	""	""
AAEL013960	""	""
AAEL015481	neuronal calcium sensor, putative [Source:VB Community Annotation]	""
AAEL023062	""	""
AAEL025180	""	""
AAEL013571	synaptobrevin [Source:VB Community Annotation]	""
AAEL000055	""	""
AAEL012110	protease m1 zinc metalloprotease [Source:VB Community Annotation]	""
AAEL006109	odorant binding protein OBP23 [Source:VB Community Annotation]	OBP23
AAEL012646	""	""
AAEL005403	""	""
AAEL005638	""	""
AAEL001287	""	""
AAEL019681	""	""
AAEL022767	""	""
AAEL004431	phospholipase c gamma [Source:VB Community Annotation]	""
AAEL026786	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	""
AAEL024493	""	""
AAEL011657	importin alpha [Source:VB Community Annotation]	""
AAEL021136	""	""
AAEL026752	""	""
AAEL005819	l-allo-threonine aldolase [Source:VB Community Annotation]	""
AAEL026075	""	""
AAEL025654	""	""
AAEL027353	""	""
AAEL025778	""	""
AAEL010342	racGTPase-activating protein [Source:VB Community Annotation]	""
AAEL008160	fatty acid synthase [Source:VB Community Annotation]	FAS2
AAEL020233	""	""
AAEL003978	""	""
AAEL011171	low-Mr GTP-binding protein Rab31, putative [Source:VB Community Annotation]	""
AAEL027913	""	""
AAEL026231	""	""
AAEL028142	""	""
AAEL003113	""	""
AAEL019406	""	""
AAEL001314	""	""
AAEL006151	serine protease, putative [Source:VB Community Annotation]	""
AAEL024254	""	""
AAEL001102	adenosine kinase [Source:VB Community Annotation]	""
AAEL008028	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL021453	""	""
AAEL013882	tkr [Source:VB Community Annotation]	""
AAEL009387	hexokinase [Source:VB Community Annotation]	""
AAEL002808	diphthine synthase [Source:VB Community Annotation]	""
AAEL001046	phosphatase fragment [Source:VB Community Annotation]	""
AAEL024924	""	""
AAEL005849	synaptic vesicle protein [Source:VB Community Annotation]	""
AAEL022859	""	""
AAEL025286	""	""
AAEL027250	""	""
AAEL013616	""	""
AAEL004875	F-box only protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4F8W1]	""
AAEL024818	""	""
AAEL002955	""	""
AAEL005845	beta chain spectrin [Source:VB Community Annotation]	""
AAEL022353	""	""
AAEL023465	""	""
AAEL026764	""	""
AAEL013894	""	""
AAEL003390	""	""
AAEL012523	transcription factor TFIIH-subunit, putative [Source:VB Community Annotation]	""
AAEL008259	""	""
AAEL010265	""	""
AAEL011412	""	""
AAEL022358	""	""
AAEL019997	""	""
AAEL005947	G-rich sequence factor-1, putative [Source:VB Community Annotation]	""
AAEL009157	RHO GTPase activator, putative [Source:VB Community Annotation]	""
AAEL020910	""	""
AAEL023796	""	""
AAEL002895	""	""
AAEL008185	""	""
AAEL021566	""	""
AAEL002346	plexin a [Source:VB Community Annotation]	plexA
AAEL026080	""	""
AAEL022050	""	""
AAEL027989	""	""
AAEL025499	""	""
AAEL013077	""	""
AAEL019847	""	""
AAEL024819	""	""
AAEL008763	tata-binding protein-associated phosphoprotein (dr1) [Source:VB Community Annotation]	""
AAEL001104	""	""
AAEL011784	Alpha(1,3)fucosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FUB7]	""
AAEL025356	""	""
AAEL011180	""	""
AAEL005206	c-terminal pdz ligand of neuronal nitric oxide synthase protein [Source:VB Community Annotation]	""
AAEL002745	nucleoprotein, putative [Source:VB Community Annotation]	""
AAEL008876	deoxyribonuclease I, putative [Source:VB Community Annotation]	""
AAEL026131	""	""
AAEL010116	""	""
AAEL009813	glutamate receptor 7 (ampa) [Source:VB Community Annotation]	""
AAEL005556	""	""
AAEL017219	odorant receptor [Source:VB Community Annotation]	Or114
AAEL009684	""	""
AAEL022659	""	""
AAEL024396	""	""
AAEL026008	""	""
AAEL022214	Putative gamma-interferon inducible lysosomal thiol reductase [Source:UniProtKB/TrEMBL;Acc:A0A0P6IX56]	""
AAEL009016	glutathione transferase [Source:VB Community Annotation]	GSTT2
AAEL012018	""	""
AAEL006552	WD-repeat protein [Source:VB Community Annotation]	""
AAEL024324	""	""
AAEL005143	ubiquinone binding protein, putative [Source:VB Community Annotation]	""
AAEL014243	""	""
AAEL013479	""	""
AAEL013554	cytochrome P450 [Source:VB Community Annotation]	CYP4J14
AAEL014335	""	""
AAEL004409	yellow protein, putative [Source:VB Community Annotation]	""
AAEL006571	TOLL pathway signalling  Ser/Thr Kinase. [Source:VB Community Annotation]	PELLE
AAEL004064	meiotic checkpoint regulator cut4 [Source:VB Community Annotation]	""
AAEL013662	anterior fat body protein [Source:VB Community Annotation]	""
AAEL006329	""	""
AAEL020874	""	""
AAEL026739	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	""
AAEL012981	sugar transporter [Source:VB Community Annotation]	""
AAEL013320	translocon-associated protein, delta subunit [Source:VB Community Annotation]	""
AAEL009798	transcription factor IIIA, putative [Source:VB Community Annotation]	""
AAEL024688	""	""
AAEL026305	""	""
AAEL024986	""	""
AAEL026902	""	""
AAEL000463	""	""
AAEL009595	""	""
AAEL021255	""	""
AAEL028080	""	""
AAEL007203	""	""
AAEL002716	""	""
AAEL026079	""	""
AAEL024615	""	""
AAEL023124	""	""
AAEL002948	frataxin, putative [Source:VB Community Annotation]	""
AAEL011652	""	""
AAEL006265	""	""
AAEL013858	raf [Source:VB Community Annotation]	""
AAEL011651	L-caldesmon, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTY8]	""
AAEL012823	n-acetylgalactosaminyltransferase [Source:VB Community Annotation]	""
AAEL000843	carbonic anhydrase II, putative [Source:VB Community Annotation]	""
AAEL002810	DNA replication licensing factor MCM5 [Source:VB Community Annotation]	""
AAEL008322	GPCR Frizzled/Smoothened Family [Source:VB Community Annotation]	GPRFZ4
AAEL020223	""	""
AAEL014713	""	""
AAEL026378	""	""
AAEL010487	""	""
AAEL000016	Esterase AAEL000016 [Source:UniProtKB/Swiss-Prot;Acc:Q0C7C4]	""
AAEL024155	""	""
AAEL026858	""	""
AAEL002137	transcriptional adaptor 2 (ada2) [Source:VB Community Annotation]	""
AAEL007592	""	""
AAEL012261	Probable cytosolic Fe-S cluster assembly factor AAEL012261 [Source:UniProtKB/Swiss-Prot;Acc:Q16ML2]	""
AAEL000678	alpha-amylase [Source:VB Community Annotation]	""
AAEL006150	brca1-associated protein (brap2) [Source:VB Community Annotation]	""
AAEL026678	""	""
AAEL001545	""	""
AAEL013006	""	""
AAEL002601	Clip-Domain Serine Protease  family A. Protease homologue. [Source:VB Community Annotation]	CLIPA1
AAEL027871	""	""
AAEL010349	tRNA (guanine-N2-)-methyltransferase, putative [Source:VB Community Annotation]	""
AAEL010635	Zinc finger protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FQY9]	""
AAEL027491	""	""
AAEL021740	""	""
AAEL005252	corazonin [Source:VB Community Annotation]	Crz
AAEL005785	MRAS2, putative [Source:VB Community Annotation]	""
AAEL003076	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	""
AAEL011916	serine-type enodpeptidase, [Source:VB Community Annotation]	""
AAEL019989	""	""
AAEL020611	""	""
AAEL028234	""	""
AAEL017015	""	""
AAEL022506	""	""
AAEL021758	""	""
AAEL025244	""	""
AAEL001372	sentrin/sumo-specific protease senp7 [Source:VB Community Annotation]	""
AAEL027885	""	""
AAEL027036	""	""
AAEL022778	""	""
AAEL012443	sugar transporter [Source:VB Community Annotation]	""
AAEL002120	zinc finger protein [Source:VB Community Annotation]	""
AAEL022975	""	""
AAEL019839	""	""
AAEL025020	""	""
AAEL012096	""	""
AAEL024321	""	""
AAEL010804	calcium/calmodulin-dependent protein kinase kinase [Source:VB Community Annotation]	""
AAEL002666	AMP dependent ligase [Source:VB Community Annotation]	""
AAEL012153	""	""
AAEL022407	""	""
AAEL011935	""	""
AAEL011376	mitosis inhibitor protein kinase [Source:VB Community Annotation]	""
AAEL021840	""	""
AAEL020968	""	""
AAEL012755	""	""
AAEL020537	""	""
AAEL000618	wingless protein, putative [Source:VB Community Annotation]	""
AAEL011910	""	""
AAEL026955	""	""
AAEL006818	glutathione S-transferase, putative [Source:VB Community Annotation]	""
AAEL011897	""	""
AAEL003439	caspase (short) [Source:VB Community Annotation]	CASPS18
AAEL006597	nk homeobox protein [Source:VB Community Annotation]	""
AAEL002840	""	""
AAEL002486	mitochondrial inner membrane protein translocase, 9kD-subunit, putative [Source:VB Community Annotation]	""
AAEL007070	lipase [Source:VB Community Annotation]	""
AAEL000576	lachesin, putative [Source:VB Community Annotation]	""
AAEL021641	""	""
AAEL022766	""	""
AAEL027702	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	""
AAEL025593	""	""
AAEL022157	""	""
AAEL005336	d-3-phosphoglycerate dehydrogenase [Source:VB Community Annotation]	""
AAEL027471	""	""
AAEL002714	kinesin-like protein KIF23 (mitotic kinesin-like protein 1) [Source:VB Community Annotation]	""
AAEL027246	""	""
AAEL019623	""	""
AAEL005284	receptor tyrosine phosphatase type r2a [Source:VB Community Annotation]	""
AAEL011584	chaperonin-60kD, ch60 [Source:VB Community Annotation]	""
AAEL012676	""	""
AAEL013068	protein phsophatase-2a [Source:VB Community Annotation]	""
AAEL022978	""	""
AAEL026898	""	""
AAEL020622	""	""
AAEL009448	""	""
AAEL018020	""	""
AAEL018288	""	""
AAEL006523	crk [Source:VB Community Annotation]	""
AAEL006961	lipase [Source:VB Community Annotation]	""
AAEL002832	40S ribosomal protein S26 [Source:UniProtKB/TrEMBL;Acc:Q1HQE4]	RpS26
AAEL006140	mitosis inhibitor protein kinase [Source:VB Community Annotation]	""
AAEL023861	""	""
AAEL008895	""	""
AAEL006593	""	""
AAEL020427	""	""
AAEL020560	""	""
AAEL021145	""	""
AAEL025161	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL014529	""	""
AAEL014246	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	""
AAEL003299	""	""
AAEL022041	""	""
AAEL020509	""	""
AAEL023614	""	""
AAEL019447	""	""
AAEL027625	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL025918	""	""
AAEL004118	aldo-keto reductase [Source:VB Community Annotation]	""
AAEL024609	""	""
AAEL009039	""	""
AAEL020013	""	""
AAEL013132	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase short form [Source:VB Community Annotation]	""
AAEL001835	sodium/solute symporter [Source:VB Community Annotation]	""
AAEL006908	""	""
AAEL002386	""	""
AAEL016998	""	""
AAEL019582	""	""
AAEL007803	lamin b receptor [Source:VB Community Annotation]	""
AAEL020062	""	""
AAEL021074	""	""
AAEL013596	phosphatidylinositol 3-kinase regulatory subunit [Source:VB Community Annotation]	""
AAEL023234	""	""
AAEL000440	DNA repair/transcription protein met18/mms19 [Source:VB Community Annotation]	""
AAEL023703	""	""
AAEL007910	""	""
AAEL018699	""	""
AAEL013896	smad4 [Source:VB Community Annotation]	""
AAEL008873	pupal cuticle protein 78E, putative [Source:VB Community Annotation]	""
AAEL018280	""	""
AAEL021500	""	""
AAEL021601	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	""
AAEL027476	""	""
AAEL002711	""	""
AAEL012151	ral guanine nucleotide exchange factor  with ph domain and sh3 binding motif, ralgps [Source:VB Community Annotation]	""
AAEL027235	""	""
AAEL020226	""	""
AAEL004730	""	""
AAEL007850	""	""
AAEL012061	""	""
AAEL002503	yippee protein [Source:VB Community Annotation]	""
AAEL013365	lysosomal acid lipase, putative [Source:VB Community Annotation]	""
AAEL003146	""	""
AAEL021892	""	""
AAEL000776	""	""
AAEL024826	""	""
AAEL023342	Putative mitochondrial solute carrier protein [Source:UniProtKB/TrEMBL;Acc:A0A0P6IUA4]	""
AAEL023265	""	""
AAEL004229	glutathione transferase [Source:VB Community Annotation]	GSTT4
AAEL008492	""	""
AAEL009555	Niemann-Pick Type C-2, putative [Source:VB Community Annotation]	""
AAEL002860	Mitochondrial pyruvate carrier [Source:UniProtKB/TrEMBL;Acc:Q17GV8]	""
AAEL024006	""	""
AAEL028140	""	""
AAEL010143	isocitrate dehydrogenase [Source:VB Community Annotation]	""
AAEL009915	centrosomal protein [Source:VB Community Annotation]	""
AAEL024585	""	""
AAEL026602	""	""
AAEL012694	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]	""
AAEL010178	""	""
AAEL019727	""	""
AAEL012688	""	""
AAEL024121	""	""
AAEL006841	rage-1 [Source:VB Community Annotation]	""
AAEL004973	golgi phosphoprotein 3 (coat-protein GPP34) [Source:VB Community Annotation]	""
AAEL008938	""	""
AAEL027207	""	""
AAEL017498	caspase [Source:VB Community Annotation]	CASPS21
AAEL021902	""	""
AAEL000724	""	""
AAEL002219	zinc finger protein, putative [Source:VB Community Annotation]	""
AAEL027590	""	""
AAEL006120	""	""
AAEL010362	""	""
AAEL025449	""	""
AAEL021239	""	""
AAEL005813	""	""
AAEL021725	""	""
AAEL022167	""	""
AAEL013487	RHO guanyl-nucleotide exchange factor, putative [Source:VB Community Annotation]	""
AAEL026195	""	""
AAEL007694	""	""
AAEL021812	""	""
AAEL026613	""	""
AAEL007224	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]	LRIM22
AAEL013847	diacylglycerol kinase, zeta, iota [Source:VB Community Annotation]	""
AAEL011709	diacylglycerol kinase, epsilon [Source:VB Community Annotation]	""
AAEL020345	""	""
AAEL027420	""	""
AAEL025736	""	""
AAEL019998	""	""
AAEL019900	""	""
AAEL024510	""	""
AAEL020461	""	""
AAEL020848	""	""
AAEL026683	""	""
AAEL025338	""	""
AAEL022793	""	""
AAEL019806	""	""
AAEL026492	""	""
AAEL011234	reticulon/nogo receptor [Source:VB Community Annotation]	""
AAEL020277	""	""
AAEL023478	""	""
AAEL020464	""	""
AAEL003016	""	""
AAEL024959	""	""
AAEL026762	""	""
AAEL012083	receptor protein-tyrosine phosphatase 10d [Source:VB Community Annotation]	""
AAEL026474	""	""
AAEL004992	lachesin, putative [Source:VB Community Annotation]	""
AAEL020787	""	""
AAEL020244	Serine/threonine-protein phosphatase 2A activator [Source:UniProtKB/TrEMBL;Acc:Q17M03]	""
AAEL026190	""	""
AAEL020227	""	""
AAEL012105	Zinc finger protein-like 1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q16N38]	""
AAEL009117	cytochrome P450 [Source:VB Community Annotation]	CYP6M5
AAEL023636	""	""
AAEL005017	""	""
AAEL017129	odorant receptor [Source:VB Community Annotation]	Or72
AAEL005422	pyrroline-5-carboxylate dehydrogenase [Source:VB Community Annotation]	""
AAEL000240	""	""
AAEL020538	""	""
AAEL005174	""	""
AAEL025017	""	""
AAEL010334	""	""
AAEL021717	""	""
AAEL026845	""	""
AAEL010938	l-asparaginase [Source:VB Community Annotation]	""
AAEL021548	""	""
AAEL000084	elongin b [Source:VB Community Annotation]	""
AAEL011132	metalloproteinase, putative [Source:VB Community Annotation]	""
AAEL026921	""	""
AAEL002560	""	""
AAEL013267	""	""
AAEL027675	""	""
AAEL025428	""	""
AAEL006607	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]	""
AAEL004911	DEAD box ATP-dependent RNA helicase [Source:VB Community Annotation]	""
AAEL021962	""	""
AAEL008863	protein regulator of cytokinesis 1 prc1 [Source:VB Community Annotation]	""
AAEL012103	""	""
