GeneID	GeneDescription	GeneName	TranscriptID
AAEL021369			AAEL021369-RA
AAEL021434			AAEL021434-RA
AAEL023015			AAEL023015-RA
AAEL021034			AAEL021034-RA
AAEL008867			AAEL008867-RB
AAEL008867			AAEL008867-RC
AAEL008867			AAEL008867-RA
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RB
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RC
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RD
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RE
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RF
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RG
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RH
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RI
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RJ
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RK
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RL
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RM
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RN
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RO
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RP
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RQ
AAEL009088	liquid facets [Source:VB Community Annotation]		AAEL009088-RR
AAEL023391			AAEL023391-RA
AAEL006129	Deoxyhypusine hydroxylase [Source:UniProtKB/TrEMBL;Acc:Q177G8]		AAEL006129-RA
AAEL025994			AAEL025994-RA
AAEL025104	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]		AAEL025104-RA
AAEL004728	5-methyltetrahydrofolate:homocysteine methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q17C46]		AAEL004728-RA
AAEL004728	5-methyltetrahydrofolate:homocysteine methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q17C46]		AAEL004728-RB
AAEL001188			AAEL001188-RA
AAEL001332			AAEL001332-RA
AAEL008180			AAEL008180-RB
AAEL019466	Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A1S4FAT3]		AAEL019466-RA
AAEL019466	Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A1S4FAT3]		AAEL019466-RB
AAEL019466	Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A1S4FAT3]		AAEL019466-RC
AAEL019466	Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A1S4FAT3]		AAEL019466-RD
AAEL019466	Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A1S4FAT3]		AAEL019466-RE
AAEL019466	Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A1S4FAT3]		AAEL019466-RF
AAEL019466	Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A1S4FAT3]		AAEL019466-RG
AAEL027210			AAEL027210-RA
AAEL004857			AAEL004857-RB
AAEL000582	pickpocket 301 [Source:VB Community Annotation]	ppk301	AAEL000582-RB
AAEL000582	pickpocket 301 [Source:VB Community Annotation]	ppk301	AAEL000582-RC
AAEL017297	cytochrome P450 [Source:VB Community Annotation]	CYP6M9	AAEL017297-RA
AAEL017297	cytochrome P450 [Source:VB Community Annotation]	CYP6M9	AAEL017297-RB
AAEL017297	cytochrome P450 [Source:VB Community Annotation]	CYP6M9	AAEL017297-RC
AAEL006560	cop-coated vesicle membrane protein P24 [Source:VB Community Annotation]		AAEL006560-RA
AAEL020880			AAEL020880-RA
AAEL006774	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q174U8]		AAEL006774-RA
AAEL020064			AAEL020064-RA
AAEL007085	adult cuticle protein, putative [Source:VB Community Annotation]		AAEL007085-RA
AAEL006107	mitotic and DNA damage checkpoint protein hus1 [Source:VB Community Annotation]		AAEL006107-RA
AAEL010572	late endosomal/lysosomal MP1 interacting protein, putative [Source:VB Community Annotation]		AAEL010572-RB
AAEL022960			AAEL022960-RA
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RB
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RC
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RD
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RE
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RF
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RG
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RH
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RI
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RJ
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RK
AAEL002684	dachshund, [Source:VB Community Annotation]		AAEL002684-RL
AAEL024541			AAEL024541-RA
AAEL020340			AAEL020340-RA
AAEL020340			AAEL020340-RB
AAEL020340			AAEL020340-RC
AAEL020340			AAEL020340-RD
AAEL020340			AAEL020340-RE
AAEL020340			AAEL020340-RF
AAEL020340			AAEL020340-RG
AAEL020340			AAEL020340-RH
AAEL027372			AAEL027372-RA
AAEL017356			AAEL017356-RB
AAEL017356			AAEL017356-RC
AAEL017356			AAEL017356-RD
AAEL017356			AAEL017356-RE
AAEL017356			AAEL017356-RF
AAEL017356			AAEL017356-RG
AAEL000846			AAEL000846-RB
AAEL024768			AAEL024768-RA
AAEL025971			AAEL025971-RA
AAEL025230			AAEL025230-RA
AAEL014311	tetraspanin, putative [Source:VB Community Annotation]		AAEL014311-RB
AAEL014311	tetraspanin, putative [Source:VB Community Annotation]		AAEL014311-RC
AAEL014311	tetraspanin, putative [Source:VB Community Annotation]		AAEL014311-RD
AAEL014311	tetraspanin, putative [Source:VB Community Annotation]		AAEL014311-RE
AAEL014311	tetraspanin, putative [Source:VB Community Annotation]		AAEL014311-RF
AAEL014311	tetraspanin, putative [Source:VB Community Annotation]		AAEL014311-RG
AAEL003535			AAEL003535-RB
AAEL024662			AAEL024662-RA
AAEL027706			AAEL027706-RA
AAEL022516			AAEL022516-RA
AAEL022719			AAEL022719-RA
AAEL002450			AAEL002450-RA
AAEL022235			AAEL022235-RA
AAEL025805			AAEL025805-RA
AAEL026087	37 kDa salivary gland allergen Aed a 2 [Source:UniProtKB/Swiss-Prot;Acc:P18153]	D7	AAEL026087-RA
AAEL003871	26S proteasome alpha 7 subunit [Source:VB Community Annotation]	Prosalpha7	AAEL003871-RA
AAEL019507			AAEL019507-RA
AAEL019507			AAEL019507-RB
AAEL019507			AAEL019507-RC
AAEL019507			AAEL019507-RD
AAEL019507			AAEL019507-RE
AAEL019507			AAEL019507-RF
AAEL019507			AAEL019507-RG
AAEL019507			AAEL019507-RH
AAEL019507			AAEL019507-RI
AAEL019507			AAEL019507-RJ
AAEL019507			AAEL019507-RK
AAEL019507			AAEL019507-RL
AAEL019507			AAEL019507-RM
AAEL019507			AAEL019507-RN
AAEL000199	arginyl-tRNA synthetase [Source:VB Community Annotation]		AAEL000199-RA
AAEL021089			AAEL021089-RA
AAEL001901	MRAS2, putative [Source:VB Community Annotation]		AAEL001901-RB
AAEL022194			AAEL022194-RA
AAEL025164			AAEL025164-RA
AAEL021047			AAEL021047-RA
AAEL025793			AAEL025793-RA
AAEL025604			AAEL025604-RA
AAEL023156			AAEL023156-RA
AAEL023156			AAEL023156-RB
AAEL023156			AAEL023156-RC
AAEL023156			AAEL023156-RD
AAEL023156			AAEL023156-RE
AAEL028200			AAEL028200-RA
AAEL028200			AAEL028200-RB
AAEL025119			AAEL025119-RA
AAEL019950			AAEL019950-RA
AAEL019950			AAEL019950-RB
AAEL019950			AAEL019950-RC
AAEL019950			AAEL019950-RD
AAEL019950			AAEL019950-RE
AAEL019950			AAEL019950-RF
AAEL021430			AAEL021430-RA
AAEL021430			AAEL021430-RB
AAEL027714			AAEL027714-RA
AAEL025060			AAEL025060-RA
AAEL010018			AAEL010018-RB
AAEL010018			AAEL010018-RA
AAEL011857	serine/threonine-protein kinase rio1 (rio kinase 1) [Source:VB Community Annotation]		AAEL011857-RA
AAEL003246	deoxyribose-phosphate aldolase [Source:VB Community Annotation]		AAEL003246-RA
AAEL020225			AAEL020225-RA
AAEL020877			AAEL020877-RA
AAEL020602			AAEL020602-RA
AAEL020602			AAEL020602-RB
AAEL020602			AAEL020602-RC
AAEL020602			AAEL020602-RD
AAEL001707	epsilon-trimethyllysine 2-oxoglutarate dioxygenase [Source:VB Community Annotation]		AAEL001707-RA
AAEL020323			AAEL020323-RA
AAEL022688			AAEL022688-RA
AAEL006606			AAEL006606-RB
AAEL018059			AAEL018059-RB
AAEL022158			AAEL022158-RA
AAEL017366			AAEL017366-RB
AAEL021050			AAEL021050-RA
AAEL003431	proteasome subunit beta type 7,10 [Source:VB Community Annotation]		AAEL003431-RA
AAEL005481	alpha-glucosidase [Source:VB Community Annotation]		AAEL005481-RC
AAEL005481	alpha-glucosidase [Source:VB Community Annotation]		AAEL005481-RD
AAEL005481	alpha-glucosidase [Source:VB Community Annotation]		AAEL005481-RE
AAEL005481	alpha-glucosidase [Source:VB Community Annotation]		AAEL005481-RA
AAEL005481	alpha-glucosidase [Source:VB Community Annotation]		AAEL005481-RB
AAEL027339			AAEL027339-RA
AAEL027384			AAEL027384-RA
AAEL012916			AAEL012916-RB
AAEL012916			AAEL012916-RC
AAEL012916			AAEL012916-RD
AAEL012916			AAEL012916-RE
AAEL004860	acireductone dioxygenase [Source:VB Community Annotation]		AAEL004860-RA
AAEL020738			AAEL020738-RA
AAEL020905			AAEL020905-RA
AAEL024276			AAEL024276-RA
AAEL010048	26S proteasome non-ATPase regulatory subunit [Source:VB Community Annotation]		AAEL010048-RA
AAEL007936			AAEL007936-RB
AAEL026885			AAEL026885-RA
AAEL002943	che-11 [Source:VB Community Annotation]		AAEL002943-RB
AAEL006708	hedgehog [Source:VB Community Annotation]		AAEL006708-RA
AAEL020485	Signal peptidase complex catalytic subunit SEC11 [Source:UniProtKB/TrEMBL;Acc:Q1HRM6]		AAEL020485-RA
AAEL015111			AAEL015111-RB
AAEL023690			AAEL023690-RA
AAEL023690			AAEL023690-RB
AAEL011389			AAEL011389-RA
AAEL004281	Short-chain dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F753]		AAEL004281-RA
AAEL023421			AAEL023421-RA
AAEL009644	SAGA-associated factor 11 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FN28]		AAEL009644-RA
AAEL009644	SAGA-associated factor 11 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FN28]		AAEL009644-RB
AAEL010382	aldehyde oxidase [Source:VB Community Annotation]		AAEL010382-RA
AAEL004138	signal peptide peptidase [Source:VB Community Annotation]		AAEL004138-RA
AAEL004138	signal peptide peptidase [Source:VB Community Annotation]		AAEL004138-RB
AAEL003977	elongase, putative [Source:VB Community Annotation]		AAEL003977-RA
AAEL015127			AAEL015127-RB
AAEL015432	trypsin, putative [Source:VB Community Annotation]		AAEL015432-RB
AAEL005962	Condensin complex subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FC48]		AAEL005962-RA
AAEL024557			AAEL024557-RA
AAEL005681	GPCR Histamine Family [Source:VB Community Annotation]	GPRHIS	AAEL005681-RA
AAEL026645			AAEL026645-RA
AAEL010082			AAEL010082-RA
AAEL022628			AAEL022628-RA
AAEL024722			AAEL024722-RA
AAEL027892			AAEL027892-RA
AAEL005793	AMP dependent ligase [Source:VB Community Annotation]		AAEL005793-RB
AAEL005793	AMP dependent ligase [Source:VB Community Annotation]		AAEL005793-RA
AAEL027201			AAEL027201-RA
AAEL024102			AAEL024102-RA
AAEL002185	cuticle protein, putative [Source:VB Community Annotation]		AAEL002185-RA
AAEL023921			AAEL023921-RA
AAEL026760			AAEL026760-RA
AAEL017566			AAEL017566-RB
AAEL017566			AAEL017566-RC
AAEL008745			AAEL008745-RA
AAEL008745			AAEL008745-RC
AAEL008745			AAEL008745-RE
AAEL008745			AAEL008745-RB
AAEL008745			AAEL008745-RD
AAEL013637	homogentisate 1,2-dioxygenase [Source:VB Community Annotation]		AAEL013637-RA
AAEL026199	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]		AAEL026199-RA
AAEL005762	leucine-rich transmembrane proteins [Source:VB Community Annotation]		AAEL005762-RA
AAEL005762	leucine-rich transmembrane proteins [Source:VB Community Annotation]		AAEL005762-RB
AAEL005924			AAEL005924-RB
AAEL024795			AAEL024795-RA
AAEL027114			AAEL027114-RA
AAEL014900	ataxia telangiectasia mutated (atm) [Source:VB Community Annotation]		AAEL014900-RB
AAEL014900	ataxia telangiectasia mutated (atm) [Source:VB Community Annotation]		AAEL014900-RC
AAEL003283	bitesize isoform [Source:VB Community Annotation]		AAEL003283-RB
AAEL003283	bitesize isoform [Source:VB Community Annotation]		AAEL003283-RC
AAEL003283	bitesize isoform [Source:VB Community Annotation]		AAEL003283-RD
AAEL003283	bitesize isoform [Source:VB Community Annotation]		AAEL003283-RE
AAEL003283	bitesize isoform [Source:VB Community Annotation]		AAEL003283-RF
AAEL003283	bitesize isoform [Source:VB Community Annotation]		AAEL003283-RG
AAEL003283	bitesize isoform [Source:VB Community Annotation]		AAEL003283-RH
AAEL008663	aldo-keto reductase [Source:VB Community Annotation]		AAEL008663-RA
AAEL023566			AAEL023566-RA
AAEL027394			AAEL027394-RA
AAEL020480			AAEL020480-RA
AAEL022468			AAEL022468-RA
AAEL013382	nudix hydrolase 6 [Source:VB Community Annotation]		AAEL013382-RB
AAEL013382	nudix hydrolase 6 [Source:VB Community Annotation]		AAEL013382-RC
AAEL013382	nudix hydrolase 6 [Source:VB Community Annotation]		AAEL013382-RA
AAEL022446			AAEL022446-RA
AAEL023631			AAEL023631-RA
AAEL002024	protein serine/threonine kinase, putative [Source:VB Community Annotation]		AAEL002024-RA
AAEL017570			AAEL017570-RA
AAEL004041	flotillin-2 [Source:VB Community Annotation]		AAEL004041-RB
AAEL004041	flotillin-2 [Source:VB Community Annotation]		AAEL004041-RC
AAEL004041	flotillin-2 [Source:VB Community Annotation]		AAEL004041-RD
AAEL019403	Heat shock cognate 70 [Source:UniProtKB/TrEMBL;Acc:Q1HQZ5]		AAEL019403-RA
AAEL014258	monocarboxylate transporter [Source:VB Community Annotation]		AAEL014258-RB
AAEL022846			AAEL022846-RA
AAEL020582			AAEL020582-RA
AAEL003815	zinc finger protein [Source:VB Community Annotation]		AAEL003815-RB
AAEL000362			AAEL000362-RE
AAEL000362			AAEL000362-RB
AAEL000362			AAEL000362-RC
AAEL000362			AAEL000362-RD
AAEL000362			AAEL000362-RF
AAEL000362			AAEL000362-RA
AAEL024763	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]		AAEL024763-RA
AAEL021078			AAEL021078-RA
AAEL021078			AAEL021078-RB
AAEL006134			AAEL006134-RA
AAEL020041			AAEL020041-RA
AAEL000685			AAEL000685-RA
AAEL001105	von Hippel-Lindau disease tumor suppressor, putative [Source:VB Community Annotation]		AAEL001105-RD
AAEL001105	von Hippel-Lindau disease tumor suppressor, putative [Source:VB Community Annotation]		AAEL001105-RE
AAEL027567			AAEL027567-RA
AAEL020915			AAEL020915-RA
AAEL011278	apolipoprotein D, putative [Source:VB Community Annotation]		AAEL011278-RE
AAEL011278	apolipoprotein D, putative [Source:VB Community Annotation]		AAEL011278-RD
AAEL011278	apolipoprotein D, putative [Source:VB Community Annotation]		AAEL011278-RC
AAEL006257	cytochrome P450 [Source:VB Community Annotation]	CYP325Y1	AAEL006257-RA
AAEL014211			AAEL014211-RA
AAEL010406			AAEL010406-RB
AAEL021361			AAEL021361-RA
AAEL021361			AAEL021361-RB
AAEL013802	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZZ5]		AAEL013802-RA
AAEL025597	Amino acid transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFR9]		AAEL025597-RA
AAEL025597	Amino acid transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFR9]		AAEL025597-RB
AAEL025597	Amino acid transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFR9]		AAEL025597-RC
AAEL025597	Amino acid transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFR9]		AAEL025597-RD
AAEL025597	Amino acid transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFR9]		AAEL025597-RE
AAEL012135	Galectin [Source:UniProtKB/TrEMBL;Acc:Q16MZ7]	GALE2	AAEL012135-RB
AAEL012135	Galectin [Source:UniProtKB/TrEMBL;Acc:Q16MZ7]	GALE2	AAEL012135-RC
AAEL002358			AAEL002358-RB
AAEL002358			AAEL002358-RC
AAEL002358			AAEL002358-RD
AAEL005311			AAEL005311-RB
AAEL012337	goliath E3 ubiquitin ligase [Source:VB Community Annotation]		AAEL012337-RB
AAEL012337	goliath E3 ubiquitin ligase [Source:VB Community Annotation]		AAEL012337-RC
AAEL012337	goliath E3 ubiquitin ligase [Source:VB Community Annotation]		AAEL012337-RD
AAEL027009			AAEL027009-RA
AAEL003768			AAEL003768-RB
AAEL003768			AAEL003768-RC
AAEL003768			AAEL003768-RD
AAEL003768			AAEL003768-RE
AAEL026758			AAEL026758-RA
AAEL007710			AAEL007710-RB
AAEL025115			AAEL025115-RA
AAEL025534			AAEL025534-RA
AAEL020601			AAEL020601-RA
AAEL000005			AAEL000005-RB
AAEL000005			AAEL000005-RC
AAEL000005			AAEL000005-RD
AAEL020283			AAEL020283-RA
AAEL019707			AAEL019707-RA
AAEL019707			AAEL019707-RB
AAEL019707			AAEL019707-RC
AAEL022176			AAEL022176-RA
AAEL001906	pnuts protein [Source:VB Community Annotation]		AAEL001906-RA
AAEL008706	smooth muscle caldesmon, putative [Source:VB Community Annotation]		AAEL008706-RA
AAEL003284			AAEL003284-RA
AAEL001446	testis-specific protein pbs13 (t-complex 11 ) [Source:VB Community Annotation]		AAEL001446-RB
AAEL001446	testis-specific protein pbs13 (t-complex 11 ) [Source:VB Community Annotation]		AAEL001446-RC
AAEL001446	testis-specific protein pbs13 (t-complex 11 ) [Source:VB Community Annotation]		AAEL001446-RD
AAEL001446	testis-specific protein pbs13 (t-complex 11 ) [Source:VB Community Annotation]		AAEL001446-RE
AAEL001446	testis-specific protein pbs13 (t-complex 11 ) [Source:VB Community Annotation]		AAEL001446-RF
AAEL001446	testis-specific protein pbs13 (t-complex 11 ) [Source:VB Community Annotation]		AAEL001446-RG
AAEL001446	testis-specific protein pbs13 (t-complex 11 ) [Source:VB Community Annotation]		AAEL001446-RH
AAEL001446	testis-specific protein pbs13 (t-complex 11 ) [Source:VB Community Annotation]		AAEL001446-RI
AAEL019494			AAEL019494-RA
AAEL026835			AAEL026835-RA
AAEL026835			AAEL026835-RB
AAEL026835			AAEL026835-RC
AAEL023134			AAEL023134-RA
AAEL026051			AAEL026051-RA
AAEL008481	60S ribosomal protein L18 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR62]	RpL18	AAEL008481-RA
AAEL008481	60S ribosomal protein L18 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR62]	RpL18	AAEL008481-RB
AAEL023807			AAEL023807-RA
AAEL011930			AAEL011930-RA
AAEL019430			AAEL019430-RA
AAEL019430			AAEL019430-RB
AAEL019430			AAEL019430-RC
AAEL009416	PHD finger domain [Source:UniProtKB/TrEMBL;Acc:A0A1S4FM94]		AAEL009416-RA
AAEL024778			AAEL024778-RA
AAEL013422	odorant receptor 42a, putative [Source:VB Community Annotation]		AAEL013422-RA
AAEL004073	polypeptide of 976 aa, putative [Source:VB Community Annotation]		AAEL004073-RB
AAEL004073	polypeptide of 976 aa, putative [Source:VB Community Annotation]		AAEL004073-RC
AAEL002578			AAEL002578-RB
AAEL002578			AAEL002578-RC
AAEL026356			AAEL026356-RA
AAEL001067			AAEL001067-RA
AAEL002848	tubulin beta chain [Source:VB Community Annotation]		AAEL002848-RA
AAEL001710			AAEL001710-RB
AAEL022979			AAEL022979-RA
AAEL022979			AAEL022979-RB
AAEL022979			AAEL022979-RC
AAEL022979			AAEL022979-RD
AAEL022979			AAEL022979-RE
AAEL022979			AAEL022979-RF
AAEL022979			AAEL022979-RG
AAEL022979			AAEL022979-RH
AAEL022979			AAEL022979-RI
AAEL022979			AAEL022979-RJ
AAEL022979			AAEL022979-RK
AAEL022979			AAEL022979-RL
AAEL022979			AAEL022979-RM
AAEL022979			AAEL022979-RN
AAEL022979			AAEL022979-RO
AAEL022979			AAEL022979-RP
AAEL011960			AAEL011960-RA
AAEL006602			AAEL006602-RA
AAEL014528	nuclear protein skip [Source:VB Community Annotation]		AAEL014528-RA
AAEL026239			AAEL026239-RA
AAEL026239			AAEL026239-RB
AAEL027518			AAEL027518-RA
AAEL027518			AAEL027518-RB
AAEL014438	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]		AAEL014438-RA
AAEL029044	cecropin [Source:VB Community Annotation]	CECE	AAEL029044-RA
AAEL023444			AAEL023444-RA
AAEL000097	n-acetylneuraminate synthetase [Source:VB Community Annotation]		AAEL000097-RD
AAEL024709			AAEL024709-RA
AAEL024709			AAEL024709-RB
AAEL024709			AAEL024709-RC
AAEL024709			AAEL024709-RD
AAEL009554			AAEL009554-RA
AAEL012212			AAEL012212-RB
AAEL012212			AAEL012212-RC
AAEL011462	Transcription initiation factor IIE subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTA4]		AAEL011462-RA
AAEL022863			AAEL022863-RA
AAEL004042	Glucosamine 6-phosphate N-acetyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5Q126]		AAEL004042-RE
AAEL004042	Glucosamine 6-phosphate N-acetyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5Q126]		AAEL004042-RF
AAEL022838			AAEL022838-RA
AAEL022838			AAEL022838-RB
AAEL009334			AAEL009334-RJ
AAEL009334			AAEL009334-RK
AAEL009334			AAEL009334-RB
AAEL009334			AAEL009334-RE
AAEL009334			AAEL009334-RI
AAEL009334			AAEL009334-RH
AAEL009334			AAEL009334-RF
AAEL009334			AAEL009334-RA
AAEL009334			AAEL009334-RG
AAEL009334			AAEL009334-RD
AAEL009334			AAEL009334-RC
AAEL026566			AAEL026566-RA
AAEL007885	translation initiation factor-3 (IF3), putative [Source:VB Community Annotation]		AAEL007885-RA
AAEL006437			AAEL006437-RA
AAEL024353			AAEL024353-RA
AAEL001501	anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog) [Source:VB Community Annotation]		AAEL001501-RA
AAEL000875			AAEL000875-RA
AAEL012473	Vav1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FW83]		AAEL012473-RB
AAEL012473	Vav1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FW83]		AAEL012473-RC
AAEL012473	Vav1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FW83]		AAEL012473-RD
AAEL012473	Vav1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FW83]		AAEL012473-RE
AAEL012975			AAEL012975-RC
AAEL012975			AAEL012975-RD
AAEL012975			AAEL012975-RE
AAEL021660			AAEL021660-RA
AAEL021660			AAEL021660-RB
AAEL021660			AAEL021660-RC
AAEL021660			AAEL021660-RD
AAEL021660			AAEL021660-RE
AAEL021660			AAEL021660-RF
AAEL021660			AAEL021660-RG
AAEL021660			AAEL021660-RH
AAEL021660			AAEL021660-RI
AAEL021660			AAEL021660-RJ
AAEL021660			AAEL021660-RK
AAEL021660			AAEL021660-RL
AAEL021660			AAEL021660-RM
AAEL021660			AAEL021660-RQ
AAEL021660			AAEL021660-RN
AAEL021660			AAEL021660-RO
AAEL021660			AAEL021660-RP
AAEL001401	leucine-rich immune protein (Short) [Source:VB Community Annotation]	LRIM10A	AAEL001401-RA
AAEL004130			AAEL004130-RA
AAEL014406			AAEL014406-RA
AAEL014406			AAEL014406-RB
AAEL027637			AAEL027637-RA
AAEL027637			AAEL027637-RB
AAEL023225			AAEL023225-RA
AAEL008217	serine-type enodpeptidase, [Source:VB Community Annotation]		AAEL008217-RB
AAEL012311	vitellogenin, putative [Source:VB Community Annotation]		AAEL012311-RB
AAEL012311	vitellogenin, putative [Source:VB Community Annotation]		AAEL012311-RC
AAEL021031			AAEL021031-RA
AAEL021031			AAEL021031-RB
AAEL012510	IMD pathway signalling  I-Kappa-B Kinase 2 (IKK2  IKK-gamma). [Source:VB Community Annotation]	IKK2	AAEL012510-RA
AAEL012510	IMD pathway signalling  I-Kappa-B Kinase 2 (IKK2  IKK-gamma). [Source:VB Community Annotation]	IKK2	AAEL012510-RB
AAEL021966			AAEL021966-RA
AAEL004870	cytochrome P450 [Source:VB Community Annotation]	CYP18A1	AAEL004870-RA
AAEL009338	C-Type Lectin (CTL). [Source:VB Community Annotation]	CTL10	AAEL009338-RA
AAEL021571			AAEL021571-RA
AAEL005239	gh regulated tbc protein-1 [Source:VB Community Annotation]		AAEL005239-RA
AAEL005239	gh regulated tbc protein-1 [Source:VB Community Annotation]		AAEL005239-RD
AAEL005239	gh regulated tbc protein-1 [Source:VB Community Annotation]		AAEL005239-RB
AAEL005239	gh regulated tbc protein-1 [Source:VB Community Annotation]		AAEL005239-RG
AAEL005239	gh regulated tbc protein-1 [Source:VB Community Annotation]		AAEL005239-RC
AAEL005239	gh regulated tbc protein-1 [Source:VB Community Annotation]		AAEL005239-RE
AAEL005239	gh regulated tbc protein-1 [Source:VB Community Annotation]		AAEL005239-RF
AAEL003234	cytochrome c oxidase, subunit VIA, putative [Source:VB Community Annotation]		AAEL003234-RA
AAEL005049	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]		AAEL005049-RA
AAEL022295			AAEL022295-RA
AAEL004183			AAEL004183-RB
AAEL005580			AAEL005580-RA
AAEL024071			AAEL024071-RA
AAEL000140			AAEL000140-RB
AAEL000140			AAEL000140-RA
AAEL025915			AAEL025915-RA
AAEL025915			AAEL025915-RB
AAEL025915			AAEL025915-RC
AAEL010222	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]		AAEL010222-RE
AAEL010222	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]		AAEL010222-RB
AAEL010222	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]		AAEL010222-RD
AAEL010222	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]		AAEL010222-RF
AAEL010222	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]		AAEL010222-RA
AAEL010222	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]		AAEL010222-RC
AAEL017056	Peptidoglycan Recognition Protein (Short) [Source:VB Community Annotation]	PGRPS4	AAEL017056-RB
AAEL012419	26S proteasome subunit S9 [Source:UniProtKB/TrEMBL;Acc:Q16M56]		AAEL012419-RA
AAEL011993			AAEL011993-RC
AAEL011993			AAEL011993-RB
AAEL011993			AAEL011993-RA
AAEL011993			AAEL011993-RD
AAEL000258	5'-nucleotidase [Source:UniProtKB/TrEMBL;Acc:Q17PQ5]		AAEL000258-RB
AAEL010658	orf protein [Source:VB Community Annotation]		AAEL010658-RA
AAEL010453	mago nashi, putative [Source:VB Community Annotation]		AAEL010453-RB
AAEL008723			AAEL008723-RA
AAEL008723			AAEL008723-RB
AAEL008723			AAEL008723-RD
AAEL008723			AAEL008723-RC
AAEL003712	C-Type Lysozyme (Lys-E). [Source:VB Community Annotation]	LYSC10	AAEL003712-RA
AAEL021917			AAEL021917-RA
AAEL027356			AAEL027356-RA
